vendor,model,model_series,reasoning_effort,n_records,n_calls,n_success_dashboard,n_failure_dashboard,n_excluded_dashboard,n_unfinalized_dashboard,success_rate_dashboard,failure_rate_dashboard,success_rate_over_all_calls,failure_rate_over_all_calls,n_success_is_success,n_fail_is_success,n_http_2xx,n_http_4xx_plus,n_status_null,group_min_created_at_cst,group_max_created_at_cst,sum_input_tokens,sum_cache_read_tokens,sum_cache_write_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_cache_read_tokens,avg_cache_write_tokens,avg_output_tokens,avg_total_tokens,sum_cost_usd,avg_cost_usd,avg_cost_success_dashboard,avg_cost_failure_dashboard,avg_cost_success_flag,avg_cost_failure_flag,sum_cost_input_base,sum_cost_cache_read_base,sum_cost_cache_write_base,sum_cost_output_base,sum_cost_input_billed,sum_cost_cache_read_billed,sum_cost_cache_write_billed,sum_cost_output_billed,sum_cost_breakdown_total,n_with_cost_breakdown,n_without_cost_breakdown,cache_hit_rate_token_weighted,cache_hit_rate_request_avg,p50_cost_usd,p90_cost_usd,max_cost_usd,stddev_cost_usd,p50_input_tokens,p90_input_tokens,max_input_tokens,stddev_input_tokens,p50_cache_read_tokens,p90_cache_read_tokens,max_cache_read_tokens,stddev_cache_read_tokens,p50_cache_write_tokens,p90_cache_write_tokens,max_cache_write_tokens,stddev_cache_write_tokens,p50_output_tokens,p90_output_tokens,max_output_tokens,stddev_output_tokens,p50_duration_ms,p90_duration_ms,max_duration_ms,stddev_duration_ms,p50_ttfb_ms,p90_ttfb_ms,max_ttfb_ms,stddev_ttfb_ms,n_duration_null,n_input_null,n_output_null,n_cache_read_null,n_cache_write_null,n_cost_null,n_cost_zero,n_cost_negative,n_negative_tokens,n_price_cloud_official,n_price_cloud_exact,n_price_local_manual,n_price_priority_fallback,n_price_source_null,most_common_price_source
anthropic,claude-haiku-4-5,claude-haiku,(unspecified),371,371,48,323,0,0,0.129380,0.870620,0.129380,0.870620,48,323,48,323,0,2026-07-29 15:04:57,2026-08-28 11:24:24,602906,0,0,20066,622972,1625.083558,0.000000,0.000000,54.086253,1679.169811,0.7032360000,0.0018955148,0.0146507500,0.0000000000,0.0146507500,0.0000000000,0.6029060000,0.0000000000,0.0000000000,0.1003300000,0.6029060000,0.0000000000,0.0000000000,0.1003300000,0.7032360000,48,323,0.000000,0.000000,0.0000000000,0.0006880000,0.0342900000,0.0067889970,0.000000,573.000000,31510,6172.330443,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,26.000000,1049,174.932012,374.000000,5214.000000,43301,3932.615413,2175.000000,2963.400000,6839,1019.900471,0,323,323,323,323,0,323,0,0,48,0,0,0,323,cloud_official
openai,gpt-5.4,gpt,high,262,262,217,0,45,0,1.000000,0.000000,0.828244,0.000000,217,45,217,45,0,2026-08-13 19:12:51,2026-09-07 23:34:05,3054803,15301077,0,309113,18664993,11659.553435,58401.057252,0.000000,1179.820611,71240.431298,16.1260523750,0.0615498182,0.0743136054,,0.0743136054,0.0000000000,7.6370075000,3.8252692500,0.0000000000,4.6366950000,7.6610543750,3.8265930000,0.0000000000,4.6384050000,16.1260523750,217,45,0.833579,0.820095,0.0361602500,0.1237606000,0.5084115000,0.0894379740,2834.000000,18130.900000,170257,28828.716500,53760.000000,128256.000000,174336,51733.940899,0.000000,0.000000,0,0.000000,380.500000,1528.500000,32690,3541.139170,12102.500000,51891.200000,592437,84613.182831,8793.000000,23744.600000,418117,73280.368160,0,45,45,45,45,0,45,0,0,217,0,0,0,45,cloud_official
openai,gpt-5.6-luna,gpt-luna,medium,252,252,32,127,93,0,0.201258,0.798742,0.126984,0.503968,32,220,32,220,0,2026-08-06 12:54:51,2026-08-14 23:19:44,692621,2007552,0,10151,2710324,2748.496032,7966.476190,0.000000,40.281746,10755.253968,0.3398355700,0.0013485538,0.0106198616,0.0000000000,0.0106198616,0.0000000000,0.1385242000,0.0401510400,0.0000000000,0.0121812000,0.2460775500,0.0713267200,0.0000000000,0.0224313000,0.3398355700,32,220,0.743490,0.698811,0.0000000000,0.0020170180,0.0645088500,0.0069528885,0.000000,920.700000,181737,19138.853807,0.000000,3840.000000,177920,33096.009414,0.000000,0.000000,0,0.000000,0.000000,109.900000,1078,145.021347,5761.000000,14689.700000,81828,13068.235381,5877.500000,20270.800000,57319,12864.544841,0,220,220,221,221,0,220,0,0,32,0,0,0,220,cloud_official
deepseek,deepseek-flash,deepseek-flash,max,237,237,236,0,1,0,1.000000,0.000000,0.995781,0.000000,236,1,236,1,0,2026-09-16 22:09:52,2026-09-18 18:56:54,1181557,29332096,0,357110,30870763,4985.472574,123764.118143,0.000000,1506.793249,130256.383966,28.7697502800,0.1213913514,0.1219057215,,0.1219057215,0.0000000000,2.3631140000,1.1732838400,0.0000000000,2.8568800000,10.6340130000,5.2797772800,0.0000000000,12.8559600000,28.7697502800,236,1,0.961278,0.870505,0.0795312000,0.2012110560,2.4428610000,0.2182919959,1439.000000,7681.600000,269861,22601.614227,77952.000000,287180.800000,348800,111644.816668,0.000000,0.000000,0,0.000000,579.000000,4124.000000,22934,2747.665241,8647.000000,25108.600000,254120,24013.395830,5674.500000,9676.500000,77251,6648.458049,0,1,1,1,237,0,1,0,0,0,0,236,0,1,local_manual
anthropic,claude-fable-5,claude-fable,(unspecified),226,226,173,34,19,0,0.835749,0.164251,0.765487,0.150442,173,53,173,53,0,2026-08-03 08:38:51,2026-09-17 10:22:44,28928,16026,102918,28572,176444,128.000000,70.911504,455.389381,126.424779,780.725664,4.0621430000,0.0179740841,0.0234805954,0.0000000000,0.0234805954,0.0000000000,0.2892800000,0.0160260000,1.2864750000,1.4286000000,0.8674400000,0.0480780000,1.7012250000,1.4454000000,4.0621430000,173,53,0.108378,0.103787,0.0027300000,0.0145500000,1.2485700000,0.1169631717,54.000000,414.000000,480,163.207462,0.000000,0.000000,1462,259.346120,0.000000,0.000000,43164,4053.166782,1.000000,1.000000,14180,1330.887098,3933.000000,16808.000000,208618,28672.145211,4432.000000,15578.600000,193402,21192.558552,0,53,53,53,53,0,53,0,0,173,0,0,0,53,cloud_official
deepseek,deepseek-v4.1-flash,deepseek-flash,(unspecified),201,201,200,1,0,0,0.995025,0.004975,0.995025,0.004975,200,1,200,1,0,2026-09-19 14:14:05,2026-09-19 16:10:49,30162129,0,0,264421,30426550,150060.343284,0.000000,0.000000,1315.527363,151375.870647,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,,,,,,,,,,0,201,0.000000,0.000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,77746.000000,362029.000000,393241,138925.224359,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,637.000000,3661.000000,8658,1546.249640,8681.000000,19229.000000,41726,6515.508138,4971.000000,7220.000000,14991,2063.928205,0,1,1,12,12,0,201,0,0,0,0,0,200,1,priority_fallback
openai,gpt-5.4-mini,gpt-mini,low,196,196,30,82,84,0,0.267857,0.732143,0.153061,0.418367,30,166,30,166,0,2026-08-06 09:36:23,2026-09-02 17:49:36,78480,155479,0,2482,236441,400.408163,793.260204,0.000000,12.663265,1206.331633,0.1191056250,0.0006076818,0.0039701875,0.0000000000,0.0039701875,0.0000000000,0.0588600000,0.0116609250,0.0000000000,0.0111690000,0.0923737500,0.0135513750,0.0000000000,0.0131805000,0.1191056250,30,166,0.664557,0.665586,0.0000000000,0.0013898250,0.0121020000,0.0020400358,0.000000,581.500000,7846,1482.154353,0.000000,4720.500000,9071,2231.766597,0.000000,0.000000,0,0.000000,0.000000,39.000000,463,47.992722,392.500000,9540.500000,125016,18781.883231,8179.000000,34812.200000,99258,23323.063762,0,166,166,166,167,0,166,0,0,30,0,0,0,166,cloud_official
anthropic,claude-opus-4-8,claude-opus,(unspecified),186,186,185,0,1,0,1.000000,0.000000,0.994624,0.000000,185,1,185,1,0,2026-07-28 15:02:03,2026-09-16 22:30:07,1672694,8315881,3440408,38307,13467290,8992.978495,44709.037634,18496.817204,205.951613,72404.784946,50.8792181250,0.2735441835,0.2750228007,,0.2750228007,0.0000000000,8.3634700000,4.1579405000,21.5335212500,0.9576750000,21.2200730000,5.6301475000,23.0408576250,0.9881400000,50.8792181250,185,1,0.619249,0.420873,0.2474543375,0.6939377500,1.2350370000,0.2797560162,100.000000,43064.000000,82172,17108.214998,6676.000000,81731.500000,525307,104892.351212,947.500000,71252.500000,185008,33659.234331,8.000000,64.000000,14180,1469.105947,5134.000000,30824.500000,218142,38333.374227,4436.000000,19306.000000,199621,33574.750320,0,1,1,14,14,0,1,0,0,185,0,0,0,1,cloud_official
deepseek,deepseek-flash,deepseek-flash,medium,176,176,172,2,1,1,0.988506,0.011494,0.977273,0.011364,173,3,172,3,1,2026-09-13 01:13:49,2026-09-16 11:03:28,603233,47045504,0,141210,47789947,3427.460227,267304.000000,0.000000,802.329545,271533.789773,18.9808477200,0.1078457257,0.1103537658,0.0000000000,0.1097158828,0.0000000000,1.2064660000,1.8818201600,0.0000000000,1.1296800000,5.4290970000,8.4681907200,0.0000000000,5.0835600000,18.9808477200,172,4,0.987340,0.950614,0.0955243800,0.1397957400,1.3771054800,0.1035389059,746.000000,8869.000000,109389,8860.960916,319808.000000,424448.000000,444416,142239.517989,0.000000,0.000000,0,0.000000,517.000000,1445.500000,10898,1116.170542,8329.000000,30609.400000,68579,12399.067683,5699.000000,30209.700000,68152,12603.083295,1,4,4,4,176,0,4,0,0,0,0,172,0,4,local_manual
anthropic,claude-opus-5,claude-opus,max,172,172,171,0,1,0,1.000000,0.000000,0.994186,0.000000,171,1,171,1,0,2026-08-04 15:56:07,2026-09-18 20:58:10,134846,8641575,1617516,228705,10622642,783.988372,50241.715116,9404.162791,1329.680233,61759.546512,50.2691695000,0.2922626134,0.2939717515,,0.2939717515,0.0000000000,0.6742300000,4.3207875000,10.1094750000,5.7176250000,1.5856500000,10.5192570000,24.9297375000,13.2345250000,50.2691695000,171,1,0.831405,0.809567,0.1380828750,0.6368897250,4.4666550000,0.4891178667,64.000000,1741.100000,20224,2401.897668,55252.500000,84438.600000,108518,29819.794753,327.000000,36878.800000,94009,21554.050351,337.000000,3181.100000,32000,3612.684179,8903.500000,46101.600000,468266,41793.268263,3293.000000,11538.000000,175671,15480.786472,0,1,1,1,1,0,1,0,0,171,0,0,0,1,cloud_official
anthropic,claude-fable-5,claude-fable,high,158,158,74,47,37,0,0.611570,0.388430,0.468354,0.297468,74,84,74,84,0,2026-07-29 15:06:09,2026-09-17 10:24:10,12774,7795634,1212076,80849,9101333,80.848101,49339.455696,7671.367089,511.702532,57603.373418,80.5862920000,0.5100398228,1.0890039459,0.0000000000,1.0890039459,0.0000000000,0.1277400000,7.7956340000,15.1728250000,4.0424500000,0.3812400000,23.3869020000,44.7024000000,12.1157500000,80.5862920000,74,84,0.864215,0.849689,0.0000000000,1.0967323500,6.9448575000,1.1363772430,0.000000,13.600000,3340,461.176095,0.000000,174229.700000,217130,67080.819010,0.000000,11016.100000,180682,27210.428025,0.000000,1818.700000,6200,1102.465133,4935.000000,63781.800000,225895,34264.121493,6992.500000,36497.600000,168914,26338.879139,0,84,84,84,84,0,84,0,0,74,0,0,0,84,cloud_official
openai,gpt-5.4,gpt,xhigh,106,106,84,22,0,0,0.792453,0.207547,0.792453,0.207547,84,22,84,22,0,2026-08-10 21:02:12,2026-08-29 16:29:23,1160745,8049508,0,56787,9267040,10950.424528,75938.754717,0.000000,535.726415,87424.905660,11.0961893750,0.1046810318,0.1320974926,0.0000000000,0.1320974926,0.0000000000,2.9018625000,2.0123770000,0.0000000000,0.8518050000,5.6427862500,3.8299643750,0.0000000000,1.6234387500,11.0961893750,84,22,0.873973,0.872486,0.0971231875,0.1604800313,0.7735400000,0.1251301362,5898.000000,14868.000000,142372,23764.230591,78811.500000,164734.500000,191628,62612.666626,0.000000,0.000000,0,0.000000,418.000000,1095.500000,2604,558.431691,24081.500000,98610.500000,122979,34784.050986,12638.000000,42257.800000,112090,20425.598810,0,22,22,22,22,0,22,0,0,84,0,0,0,22,cloud_official
openai,gpt-5.5,gpt,low,96,96,26,53,17,0,0.329114,0.670886,0.270833,0.552083,26,70,26,70,0,2026-08-10 16:13:57,2026-09-17 18:28:15,1123332,915573,0,26809,2065714,11701.375000,9537.218750,0.000000,279.260417,21517.854167,9.1396896250,0.0952051003,0.3496380625,0.0000000000,0.3496380625,0.0007014286,5.6166600000,0.4577865000,0.0000000000,0.8042700000,7.3384437500,0.6939383750,0.0000000000,1.1073075000,9.1396896250,27,69,0.449051,0.606398,0.0000000000,0.2070242500,1.2353127500,0.2627180212,0.000000,15052.000000,224400,40023.612736,0.000000,24916.000000,164498,27836.681282,0.000000,0.000000,0,0.000000,0.000000,1093.000000,2744,589.380321,9975.500000,38123.500000,96176,17899.966187,13723.000000,31051.100000,57049,13202.597575,0,69,69,69,69,0,69,0,0,27,0,0,0,69,cloud_official
deepseek,deepseek-v4.1-flash,deepseek-flash,high,91,91,91,0,0,0,1.000000,0.000000,1.000000,0.000000,91,0,91,0,0,2026-09-19 14:03:43,2026-09-19 14:54:57,204562,13047808,0,65859,13318229,2247.934066,143382.505495,0.000000,723.725275,146354.164835,0.0000000000,0.0000000000,0.0000000000,,0.0000000000,,,,,,,,,,,0,91,0.984564,0.963561,0.0000000000,0.0000000000,0.0000000000,0.0000000000,932.000000,3460.000000,25548,4398.543316,148224.000000,189440.000000,194944,40411.661171,0.000000,0.000000,0,0.000000,297.000000,1406.000000,10665,1303.676792,4827.000000,8786.000000,47172,5532.231163,3674.000000,4377.000000,5806,669.753634,0,0,0,0,91,0,91,0,0,0,0,0,91,0,priority_fallback
xai,grok-4.20-0309-reasoning,grok,(unspecified),84,84,84,0,0,0,1.000000,0.000000,1.000000,0.000000,84,0,84,0,0,2026-08-28 20:00:24,2026-09-19 10:02:35,966957,6513408,0,38008,7518373,11511.392857,77540.571429,0.000000,452.476190,89504.440476,4.8133937000,0.0573023060,0.0573023060,,0.0573023060,,1.8766362500,2.1548416000,0.0000000000,0.1037975000,2.2040725000,2.4846912000,0.0000000000,0.1246300000,4.8133937000,84,0,0.870734,0.788738,0.0187249125,0.1981456400,1.3317800000,0.1541097078,407.000000,12307.000000,531880,59166.827155,29856.000000,72691.200000,533504,150393.571082,0.000000,0.000000,0,0.000000,52.500000,1260.700000,5095,904.369959,4514.500000,23382.900000,52948,10564.603637,3490.500000,10061.700000,52863,7765.577769,0,0,0,0,84,0,0,0,0,0,84,0,0,0,cloud_exact
anthropic,claude-sonnet-5,claude-sonnet,(unspecified),77,77,73,0,4,0,1.000000,0.000000,0.948052,0.000000,73,4,73,4,0,2026-08-03 08:38:56,2026-09-17 19:30:38,176111,1998175,814288,511,2989085,2287.155844,25950.324675,10575.168831,6.636364,38819.285714,2.9500756000,0.0383126701,0.0404119945,,0.0404119945,0.0000000000,0.3522220000,0.3996350000,2.0357200000,0.0051100000,0.3530940000,0.3996666000,2.1921250000,0.0051900000,2.9500756000,73,4,0.668605,0.661411,0.0105744000,0.0818440000,0.2360829000,0.0561554049,33.000000,108.800000,43166,9631.854749,28257.000000,61574.400000,68200,22420.973229,194.000000,31762.800000,67878,16959.206094,8.000000,8.000000,25,3.363539,3368.000000,41591.200000,213208,44719.087656,3156.000000,15217.600000,194957,41088.374035,0,4,4,5,4,0,4,0,0,73,0,0,0,4,cloud_official
anthropic,claude-sonnet-4-6,claude-sonnet,high,74,74,67,0,7,0,1.000000,0.000000,0.905405,0.000000,67,7,67,7,0,2026-08-03 11:34:45,2026-09-10 19:19:56,4911,1746759,843791,42112,2637573,66.364865,23604.851351,11402.581081,569.081081,35642.878378,4.3463662500,0.0587346791,0.0648711381,,0.0648711381,0.0000000000,0.0147330000,0.5240277000,3.1642162500,0.6316800000,0.0252003000,0.5240277000,3.1642162500,0.6329220000,4.3463662500,67,7,0.673005,0.297109,0.0025833750,0.1806984000,0.5274045000,0.1114149203,52.000000,93.900000,552,96.567043,0.000000,97709.800000,134994,39915.264322,552.000000,34850.700000,134994,27639.974290,21.000000,777.600000,7774,1650.311965,3894.500000,37909.800000,149430,31582.692726,3441.000000,19767.400000,122785,20060.951142,0,7,7,7,7,0,7,0,0,67,0,0,0,7,cloud_official
openai,gpt-5.6-terra,gpt-terra,none,73,73,70,1,2,0,0.985915,0.014085,0.958904,0.013699,70,3,70,3,0,2026-08-17 04:41:43,2026-09-13 20:44:05,351327,464896,0,15936,832159,4812.698630,6368.438356,0.000000,218.301370,11399.438356,2.1865545000,0.0299528014,0.0312364929,0.0000000000,0.0312364929,0.0000000000,1.4475220000,0.2197760000,0.0000000000,0.3982470000,1.5472240000,0.2197760000,0.0000000000,0.4195545000,2.1865545000,70,3,0.569570,0.493936,0.0238055000,0.0586080000,0.0965160000,0.0219853349,2882.000000,11148.600000,17864,4542.230973,5632.000000,12800.000000,23040,5852.638970,0.000000,0.000000,0,0.000000,134.000000,535.600000,1084,247.678033,9232.000000,44697.000000,186734,30818.288177,5829.000000,25089.000000,122882,18653.447997,0,3,3,3,3,0,3,0,0,8,0,62,0,3,local_manual
xai,grok-4.5,grok,medium,72,72,42,30,0,0,0.583333,0.416667,0.583333,0.416667,42,30,42,30,0,2026-08-13 22:27:23,2026-09-10 15:33:16,930722,1480576,0,25284,2436582,12926.694444,20563.555556,0.000000,351.166667,33841.416667,4.6487398000,0.0645658306,0.1106842810,0.0000000000,0.1106842810,0.0000000000,1.8913080000,0.5465856000,0.0000000000,0.1566720000,3.4866310000,0.9047808000,0.0000000000,0.2573280000,4.6487398000,42,30,0.614016,0.611836,0.0117716000,0.1578440000,0.8581460000,0.1646986436,436.000000,38744.100000,170419,32191.166589,128.000000,55155.200000,341376,46275.166839,0.000000,0.000000,0,0.000000,164.500000,916.500000,2457,488.611744,4399.000000,21518.900000,90200,14477.804109,3026.500000,16674.600000,83645,13805.986736,0,30,30,30,72,0,30,0,0,0,42,0,0,30,cloud_exact
xiaomi,mimo-v2.5-pro,mimo,(unspecified),59,59,49,9,1,0,0.844828,0.155172,0.830508,0.152542,49,10,49,10,0,2026-07-25 04:24:59,2026-08-03 21:30:15,126689,751872,0,6538,885099,2147.271186,12743.593220,0.000000,110.813559,15001.677966,0.0063504514,0.0001076348,0.0001296010,0.0000000000,0.0001296010,0.0000000000,0.0551097150,0.0027067392,0.0000000000,0.0056880600,0.0055109715,0.0002706739,0.0000000000,0.0005688060,0.0063504514,49,10,0.855799,0.811962,0.0000309358,0.0002290780,0.0008282835,0.0002265209,427.000000,4213.000000,18887,5240.604535,16128.000000,22208.000000,25792,9172.757437,0.000000,0.000000,0,0.000000,40.000000,103.400000,1725,280.097795,3192.000000,7552.000000,29728,5517.069833,2419.000000,5350.600000,5724,1321.219120,0,10,10,18,59,0,10,0,0,49,0,0,0,10,cloud_official
anthropic,claude-haiku-4-5-20251001,claude-haiku,(unspecified),44,44,44,0,0,0,1.000000,0.000000,1.000000,0.000000,44,0,44,0,0,2026-08-03 08:31:54,2026-09-18 21:03:47,61987,245460,150820,4968,463235,1408.795455,5578.636364,3427.727273,112.909091,10528.068182,0.8993060000,0.0204387727,0.0204387727,,0.0204387727,,0.0619870000,0.0245460000,0.1885250000,0.0248400000,0.1859330000,0.0736380000,0.5655750000,0.0741600000,0.8993060000,44,0,0.535627,0.232870,0.0002814000,0.0539647200,0.3424912500,0.0655786872,1.000000,1149.900000,17441,4294.966240,0.000000,82.000000,74915,18251.121109,0.000000,618.500000,91099,15893.043359,18.000000,62.200000,3608,541.047727,2096.500000,6408.400000,28015,5508.635586,2096.500000,6365.600000,28015,5416.540612,0,0,0,0,1,0,0,0,0,44,0,0,0,0,cloud_official
anthropic,claude-opus-4-8,claude-opus,max,40,40,40,0,0,0,1.000000,0.000000,1.000000,0.000000,40,0,40,0,0,2026-08-05 14:24:47,2026-08-05 16:13:28,774375,8488970,5122711,40825,14426881,19359.375000,212224.250000,128067.775000,1020.625000,360672.025000,41.1539287500,1.0288482188,1.0288482188,,1.0288482188,,3.8718750000,4.2444850000,32.0169437500,1.0206250000,3.8718750000,4.2444850000,32.0169437500,1.0206250000,41.1539287500,40,0,0.590083,0.613345,0.4892916250,3.0191173750,3.2132000000,1.1210765197,67.000000,49806.500000,50294,24005.279649,33590.000000,456381.300000,460165,213520.463857,1531.000000,475075.600000,509896,197323.101173,259.000000,2280.100000,6847,1750.129163,22099.000000,72654.100000,155146,36010.553753,11618.000000,28690.600000,108466,19280.096069,0,0,0,0,0,0,0,0,0,40,0,0,0,0,cloud_official
xai,grok-4.5,grok,high,40,40,32,8,0,0,0.800000,0.200000,0.800000,0.200000,32,8,32,8,0,2026-08-19 19:16:13,2026-09-18 20:10:39,54900,344830,0,4984,404714,1372.500000,8620.750000,0.000000,124.600000,10117.850000,0.2431530000,0.0060788250,0.0075985313,0.0000000000,0.0075985313,0.0000000000,0.1098000000,0.1034490000,0.0000000000,0.0299040000,0.1098000000,0.1034490000,0.0000000000,0.0299040000,0.2431530000,32,8,0.862657,0.847685,0.0044674000,0.0156566400,0.0254716000,0.0066733721,139.500000,7020.000000,12482,3405.876543,12032.000000,13395.200000,14208,5852.847191,0.000000,0.000000,0,0.000000,59.000000,122.200000,1132,235.474186,2439.000000,12292.700000,38897,7007.690059,1933.000000,14358.900000,38825,7776.935047,0,8,8,8,40,0,8,0,0,0,32,0,0,8,cloud_exact
openai,gpt-6-astra,gpt-astra,minimal,39,39,5,31,3,0,0.138889,0.861111,0.128205,0.794872,5,34,5,34,0,2026-09-07 10:54:18,2026-09-07 12:20:55,357937,105856,0,1709,465502,9177.871795,2714.256410,0.000000,43.820513,11935.948718,3.7706760000,0.0966840000,0.7541352000,0.0000000000,0.7541352000,0.0000000000,3.5793700000,0.1058560000,0.0000000000,0.0854500000,3.5793700000,0.1058560000,0.0000000000,0.0854500000,3.7706760000,5,34,0.228240,0.228683,0.0000000000,0.2683520000,0.9258520000,0.2808185255,0.000000,18629.600000,90196,27406.540054,0.000000,3404.800000,91392,14615.771720,0.000000,0.000000,0,0.000000,0.000000,122.600000,640,143.323130,47083.000000,131375.000000,213943,51783.199565,39060.000000,85005.000000,103840,36117.070034,0,34,34,34,34,0,34,0,0,5,0,0,0,34,cloud_official
xai,grok-4.5,grok,low,23,23,0,22,1,0,0.000000,1.000000,0.000000,0.956522,0,23,0,23,0,2026-09-10 15:40:44,2026-09-10 15:43:45,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000000000,0.0000000000,,0.0000000000,,0.0000000000,,,,,,,,,,0,23,,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,605.000000,32185.600000,102501,23807.388301,,,,,0,23,23,23,23,0,23,0,0,0,0,0,0,23,
openai,gpt-image-2.5-sunburst,gpt-image,(unspecified),18,18,8,3,7,0,0.727273,0.272727,0.444444,0.166667,8,10,8,10,0,2026-09-10 08:35:48,2026-09-16 17:36:24,2911,0,0,17690,20601,161.722222,0.000000,0.000000,982.777778,1144.500000,8.4545200000,0.4696955556,1.0568150000,0.0000000000,1.0568150000,0.0000000000,4.0136200000,0.0000000000,0.0000000000,0.3386400000,7.7772400000,0.0000000000,0.0000000000,0.6772800000,8.4545200000,8,10,0.000000,0.000000,0.0000000000,2.0000000000,2.0000000000,0.8142867324,0.000000,728.500000,1014,325.221699,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,1650.000000,6338,1556.808068,13013.000000,50049.000000,56526,19943.498366,36980.000000,53364.100000,56526,14673.112708,0,10,10,10,18,0,10,0,0,3,0,4,1,10,local_manual
xai,grok-4.20-multi-agent-0309,grok,(unspecified),17,17,1,16,0,0,0.058824,0.941176,0.058824,0.941176,1,16,1,16,0,2026-08-30 20:01:40,2026-09-02 14:48:50,83,2560,0,841,3484,4.882353,150.588235,0.000000,49.470588,204.941176,0.0027182500,0.0001598971,0.0027182500,0.0000000000,0.0027182500,0.0000000000,0.0001037500,0.0005120000,0.0000000000,0.0021025000,0.0001037500,0.0005120000,0.0000000000,0.0021025000,0.0027182500,1,16,0.968596,0.968596,0.0000000000,0.0000000000,0.0027182500,0.0006592725,0.000000,0.000000,83,20.130457,0.000000,0.000000,2560,620.891200,0.000000,0.000000,0,0.000000,0.000000,0.000000,841,203.972461,1139.000000,2408.000000,5118,1036.251811,5118.000000,5118.000000,5118,,0,16,16,16,17,0,16,0,0,0,1,0,0,16,cloud_exact
xai,grok-4.20-0309-reasoning,grok,xhigh,16,16,16,0,0,0,1.000000,0.000000,1.000000,0.000000,16,0,16,0,0,2026-08-28 19:55:22,2026-08-30 20:04:59,171817,256064,0,17659,445540,10738.562500,16004.000000,0.000000,1103.687500,27846.250000,0.3101315500,0.0193832219,0.0193832219,,0.0193832219,,0.2147712500,0.0512128000,0.0000000000,0.0441475000,0.2147712500,0.0512128000,0.0000000000,0.0441475000,0.3101315500,16,0,0.598447,0.460889,0.0092046000,0.0654018500,0.0737035000,0.0251475714,1878.000000,50499.000000,54400,20427.910994,672.000000,61376.000000,64256,26357.004504,0.000000,0.000000,0,0.000000,877.000000,1940.000000,3443,924.790623,12013.000000,27547.500000,34337,10290.369523,9312.000000,16445.500000,25086,6175.444697,0,0,0,0,16,0,0,0,0,0,16,0,0,0,cloud_exact
openai,gpt-image-2.5-flare,gpt-image,(unspecified),15,15,4,2,9,0,0.666667,0.333333,0.266667,0.133333,4,11,4,11,0,2026-09-10 08:42:44,2026-09-16 19:38:35,2134,0,0,11156,13290,142.266667,0.000000,0.000000,743.733333,886.000000,5.6320300000,0.3754686667,1.4080075000,0.0000000000,1.4080075000,0.0000000000,3.0008750000,0.0000000000,0.0000000000,0.1901400000,5.2517500000,0.0000000000,0.0000000000,0.3802800000,5.6320300000,4,11,0.000000,0.000000,0.0000000000,1.7500000000,1.7500000000,0.7180726250,0.000000,110.600000,1931,496.860208,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,1623.600000,6338,1682.128051,1114.000000,40651.600000,59998,19378.179130,32212.000000,40775.700000,41148,12168.652634,0,11,11,11,15,0,11,0,0,0,0,3,1,11,local_manual
anthropic,claude-sonnet-4-6,claude-sonnet,(unspecified),14,14,2,0,12,0,1.000000,0.000000,0.142857,0.000000,2,12,2,12,0,2026-08-03 08:39:19,2026-09-10 19:23:40,12,0,0,19,31,0.857143,0.000000,0.000000,1.357143,2.214286,0.0003210000,0.0000229286,0.0001605000,,0.0001605000,0.0000000000,0.0000360000,0.0000000000,0.0000000000,0.0002850000,0.0000360000,0.0000000000,0.0000000000,0.0002850000,0.0003210000,2,12,0.000000,0.000000,0.0000000000,0.0000651000,0.0002280000,0.0000640150,0.000000,4.200000,6,2.178819,0.000000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,3.500000,14,3.875111,343.000000,1085.600000,1437,383.624588,1393.000000,1428.200000,1437,62.225397,0,12,12,12,12,0,12,0,0,2,0,0,0,12,cloud_official
